Speaker_ID,Speaker_name,Speaker_party_name,Speaker_gender,Speaker_birth,Stance,Relevant_Speech
LončarZlatibor,"Lončar, Zlatibor",Srpska napredna stranka,M,1971,NEUTRAL,"We have arranged the statistics to match European standards, and that’s it—biological pregnancies, but how many of these pregnancies went to term, how much money was spent, and what else could have been done with that money—no one has paid attention to that."
MilojičićRadoslav,"Milojičić, Radoslav",Demokratska stranka,M,1984,NEUTRAL,"Since you, now in SNS, unlike 20 years ago, have realized that the Berlin Wall has fallen, you have learned from us in the DS that you need to advocate for European values, which today you support only declaratively but not in concrete examples. The European Charter, ratified by Serbia in 2007, guarantees every local self-government political, administrative, and financial independence. In the EU, half of the budget revenues go to local governments, and the other half to the state government."
MrdakovićTodorovićLjubica,"Mrdaković Todorović, Ljubica",Srpska napredna stranka,F,1962,FOR,"The new features in the law are adapted to the development of medical science, which is constantly advancing, and practice, as well as EU regulations. The aim of the law is to establish an organized system in the field of medically assisted reproduction (MAR) and to create unified conditions for conducting MAR procedures in accordance with the modern standards of medical science and practice, as well as European Union regulations, and to establish a quality system in this field of medicine."
ObradovićBoško,"Obradović, Boško",Srpski pokret Dveri,M,1976,AGAINST,"Of course, I am always against it when we have to do something according to EU directives. I always feel uncomfortable when representatives of the Government explain that they are enacting certain laws that are fully aligned with EU directives. There is no coincidence in semantics, in the meaning of words, in the names of certain things, and everything we do according to EU directives speaks for itself. Regardless of what the EU directives are, we should look at what is in the interest of the citizens of Serbia, and it is not disputed that these two topics are of significant interest to the citizens of Serbia. Here's what the European Parliament says—I will quote what Mr. Pavlović didn't dare to quote. So, the European Parliament, in the Annual Report on Human Rights and Democracy in the World for 2014, in paragraph 114, clearly condemns the practice of surrogacy, stating: 'It condemns the practice of surrogacy that undermines the dignity of women, considering that her body and reproductive organs are used as commodities.'"
PavlovićDušan,"Pavlović, Dušan",Dosta je bilo,M,1969,NEUTRAL,"Ladies and gentlemen, we have witnessed a small curiosity here where one of the biggest Eurosceptics in this hall refers to an EU document, and in a positive context. However, colleague Obradović slightly misquoted this document when he wanted to state what the EU, or the European Parliament, thinks about surrogate motherhood."
PavlovićDušan,"Pavlović, Dušan",Dosta je bilo,M,1969,NEUTRAL,"You mentioned, Minister, that there is a trend in the EU moving against this. You mentioned there is a report from the European Parliament. Indeed, there is a European Parliament report from 2014, published in 2015 but concerning the year 2014, which relates to the state of human rights. Surrogate motherhood is discussed in the European Parliament in the context of respecting human rights, and one paragraph concerning surrogate motherhood refers to commercial surrogacy. That is what the European Parliament condemns. Furthermore, there are countries in the EU—apart from Greece, the Netherlands, and Belgium are also countries where surrogate motherhood is allowed for altruistic reasons. In the Czech Republic, the whole matter is not legally regulated at all; the Czech Republic is also an EU member, and since it is not legally regulated, surrogacy for altruistic reasons is considered permitted."
RančićBranimir,"Rančić, Branimir",Srpska napredna stranka,M,1953,AGAINST,"This law is partially aligned with European regulations, and after a six-year period of its implementation, certain weaknesses were identified, which indicates that the current law governing the treatment of infertility through medically assisted reproduction procedures has not recognized the importance of defining and regulating the practice of medically assisted reproduction, nor the conditions under which this practice can be conducted. For the law to be understood and discussed in the Serbian Parliament, and given that not all MPs possess specific medical expertise, Article 3 provides definitions or explanations of certain professional terms to ensure the full harmonization of domestic law in this field with European Union law."""
StamenkovićBranka,"Stamenković, Branka",Dosta je bilo,F,1968,NEUTRAL,"I assume what might have happened here; there are two versions: one is that something was simply translated as required by an EU directive, and that's how it slipped through. The other possibility is that these terms were actually used in an early draft of the law, but later it was decided to transfer them to a subordinate regulation."
StojkovićDušica,"Stojković, Dušica",Srpska napredna stranka,F,1979,NEUTRAL,These data place Serbia in a negative statistic regarding infertility among developed countries in Western Europe. I am primarily referring to the standards in medical science and practice and the regulations already in force in developed EU countries.
VesovićDragan,"Vesović, Dragan",Srpski pokret Dveri,M,1966,AGAINST,"It doesn't have to be personal to me, but believe me, there are citizens in Serbia who react very poorly when something is done according to an EU directive. It seems to me that the adoption of such a law, which, I repeat, is in the interest of Serbia and not following an EU directive, is the first serious step that shows the seriousness of the state and a matter where different political options can agree because, thank God, it concerns the profession, not politics."
VukomanovićDijana,"Vukomanović, Dijana",Socijalistička partija Srbije,F,1967,NEUTRAL,"I also want to emphasize and commend the scientific community in Serbia in this field, noting that bioengineering of reproductive organs is making tremendous progress and that we are not the appendix of Europe, even though it might seem that way due to the delay in passing or proposing this law."
ĐurišićMarko,"Đurišić, Marko",Socijaldemokratska stranka,M,1968,NEUTRAL,"This would enable new investments, perhaps a minimal increase in wages, but it would show a trend that could change the perception that Serbia's only competitiveness in Europe compared to our neighbors is low wages, the net earnings of employees."
ĐurišićMarko,"Đurišić, Marko",Socijaldemokratska stranka,M,1968,NEUTRAL,"In European countries, I found information that in 12 out of 28 countries, it is allowed. There are other European countries where it is permitted, though it is not allowed in some of the largest countries. And there is that resolution from the European Parliament, but it is not binding."
ŠešeljVojislav,"Šešelj, Vojislav",Srpska radikalna stranka,M,1954,AGAINST,"You refer to the rules of 'Eurotransplant,' but I'm not interested in that; I'm not interested in the EU or how they resolved these issues unless they have resolved them in a way that would be suitable for us. I do not agree that we should follow them at all costs or accept what they have implemented as a rule. I absolutely do not accept this a priori."
AtlagićMarko,"Atlagić, Marko",Srpska napredna stranka,M,1949,NEUTRAL,"Therefore, in that sense, I believe the law is exceptionally good because it addresses not only the realization of the rights of the majority ethnic group but also those of national minorities, as you can see in the subsequent sections of Article 5, just as other nations in Europe and the world do."
GojkovićMaja,"Gojković, Maja",Srpska napredna stranka,F,1963,FOR,"When I heard as a Member of Parliament, who does not shy away from belonging to a European People's Party and whose positions are certainly not extreme left-wing, but when I heard his reasoning, of course, I could not accept the amendment. That is, SNS certainly does not promote values that our voters oppose, but the Constitution directs us to certain things, to the idea that we are all equal in this society. And if someone who belongs to a European People's Party needs to remind you that we are all equal in this society, the least I expect is, first, that you oppose this amendment—not because it is proposed by one side or the other, but because you must prove your political orientation by opposing such an amendment—and second, to condemn this hate speech."
GojkovićMaja,"Gojković, Maja",Srpska napredna stranka,F,1963,NEUTRAL,"Now, when I am allowed, as someone from the European People's Party who certainly does not promote anything that the citizens of Serbia do not want to promote, or, to return to the Constitution, which we have been hearing about all morning, does not speak about, the only thing I might suspect—but I certainly will not support this amendment, as it has nothing to do with the bill or its provisions—is that the proposer, who had posters in his 2014 campaign stating 'Yes to Men,' might have wanted to convey something else here, his fears and doubts about what this law might actually do in his subconscious."
MilojičićRadoslav,"Milojičić, Radoslav",Demokratska stranka,M,1984,FOR,"He says that he believes DS, as Zoran Đinđić put it, is the one pulling the European wagon, and I want to help the most organized, energetic party get that wagon to where we all want to be—in Europe"
ObradovićBoško,"Obradović, Boško",Srpski pokret Dveri,M,1976,AGAINST,"Of course, you are following that European trend; you are the gay-friendly policy, as our people might call it—I risk getting a warning here... The point of the matter is that the legal representative is being introduced here as an absolutely nonexistent category."
RadulovićSaša,"Radulović, Saša",Dosta je bilo,M,1965,NEUTRAL,"Let me remind you once again, both America and Canada, as well as EU countries, have all of this covered—textbooks, notebooks, and no one goes to the store to get them for free; instead, you take your child to school, and they receive their textbooks there."
BauerIvan,"Bauer, Ivan",Socijaldemokratska partija Srbije,M,1967,NEUTRAL,"There are ten EU member states behind us. It is also not surprising that the World Bank stated that Serbia is the best country in Southeast Europe for reforms this year. When you add all that up, you get a projected budget deficit for the next year of 28.4 billion dinars, or 0.6% of GDP, with the goal of converging to 0.5% of GDP, which is what the EU recommends for countries with a debt exceeding 60% of GDP."
FehratovićJahja,"Fehratović, Jahja",Stranka pravde i pomirenja,M,1982,NEUTRAL,"As a member of the Bosniak minority, many of whose compatriots are citizens of the Republic of Serbia living in Europe, America, Australia, and even Asia, and especially as someone who has visited many communities of these citizens of the Republic of Serbia, I regret to note that until now, none of their associations, organizations, actions, or projects have been supported by the Office for Cooperation with the Diaspora."
JovanovićJovan,"Jovanović, Jovan",Dosta je bilo,M,1970,NEUTRAL,"That growth is twice as low as the average growth in the region, and in this way, we will only continue to lag behind European countries."
JovanovićNataša,"Jovanović, Nataša",Srpska radikalna stranka,F,1966,AGAINST,"We are the only opposition to the policy of destroying Serbia, the policy of kneeling before the EU and Serbia's enemies."
KarićDragomir,"Karić, Dragomir",Pokret Snaga Srbije – BK,M,1949,NEUTRAL,"Well, we are one of the few countries in the world, not just in Europe, where you can get to the airport and only have a security check right before boarding the plane."
KneževićGoran,"Knežević, Goran",Srpska napredna stranka,M,1957,NEUTRAL,"Another very important point is that there has been an argument that this is our domestic invention, that this is our stance, and that only we offer this in Europe—this is not true. Most EU countries, from Slovakia, Hungary, the Czech Republic, and others, practically provide these incentives to investors in a very similar way."
KovačevićGoran,"Kovačević, Goran",Srpska napredna stranka,M,1970,NEUTRAL,"So, you have a budget that has no deficit, or rather, it is at 0.6%. The EU tells us we can go up to 0.9%, with a debt level below 60%."
KrasićZoran,"Krasić, Zoran",Srpska radikalna stranka,M,1956,AGAINST,"In 2001, the methodology was changed, and then it was changed again when there was a need to name Mlađan Dinkić, surprisingly, the best minister in Europe, and then we suddenly had a large surplus and a national program, only for it to be said a few years later— it was all a lie. Everything that has been done from 2000 to today has been done with the approval of the Venice Commission, the World Bank, the IMF, the EU, the European Commission, civil society as a supervisor implementing what is happening here, the embassies, etc., etc. It is a mere provisional measure meant to obscure the essence, and the essence is that there is no prosperity for Serbia as long as it is heading towards the EU, following directives and orders, trying to fulfill the orders and demands coming from the EU, often without considering what is being trampled on in our immediate surroundings."
LazićNada,"Lazić, Nada",Liga socijaldemokrata Vojvodine,F,1950,NEUTRAL,"The largest among them is the one near Novi Sad, which, as you know, is the European Capital of Culture for 2021."
LjubenovićTomislav,"Ljubenović, Tomislav",Srpska radikalna stranka,M,1951,NEUTRAL,"Official EU statistics, Eurostat, from March this year show that our economy ranks the worst in terms of poverty rate among a total of 34 observed countries."
MirčićMilorad,"Mirčić, Milorad",Srpska radikalna stranka,M,1956,NEUTRAL,"What is your argument that this is an accelerated path to the European Union? Just the other day, we heard that in 2019, Serbia must finally resolve its dispute with Kosovo, as stated by the European Union. Serbia must recognize Kosovo to be potentially admitted to the European Union by 2025."
NedimovićBranislav,"Nedimović, Branislav",Srpska napredna stranka,M,1977,FOR,"After eight years, we will demystify the whole thing and finally set out on the path we must follow, which is the Common Agricultural Policy of Europe."
RadenkovićDejan,"Radenković, Dejan",Socijalistička partija Srbije,M,1971,FOR,"Managing public finances in a serious country, recognized as such in the serious world—from the EU to the IMF, the World Bank, Russia, China, and many other countries and organizations—and particularly the recovery of public finances, is a process that does not happen in a single budget cycle. In my opinion, this has reached a logical conclusion after four years of strong reforms. We had the opportunity to witness this when we were part of the ruling majority because of the European path, when we were a minority partner, and when the previous government called into question the sustainability of our public finances and managed to bring us to the brink of a quiet conflict with the EU."
ČanakNenad,"Čanak, Nenad",Liga socijaldemokrata Vojvodine,M,1959,FOR,"If anyone thinks this is unimportant, I must remind you that in the case of joining the EU, one of the basic requirements is respect for the rule of law. You are directly violating the Constitution of this state with this, and you are calling into question the sincerity of the intent to join the EU. On one hand, it is positive that the revenues, which are EU financial assistance, are specifically shown, as they were previously listed together with other donations and transfers. However, this assistance is based on the assumption of sincerity in the intention to join the EU."
ĐurićVladimir,"Đurić, Vladimir",Dosta je bilo,M,1970,NEUTRAL,"Then we have, for example, the Government's Office for EU Administration, which budgets 2.2 billion dinars, of which only 1.5 billion is spent on licenses, while at the same time, we have an additional 4.7 billion dinars for various IT projects across various other departments."
AtlagićMarko,"Atlagić, Marko",Srpska napredna stranka,M,1949,NEUTRAL,"We have treated migrants better than any other country in Europe. We also have a tradition because some European countries, and not just European ones, accepted our refugees and migrants as their own people."
JanjuševićKrsto,"Janjušević, Krsto",Srpska napredna stranka,M,1981,NEUTRAL,"The agreements signed by Minister Stefanović with his counterpart in Germany on security between the two countries, as well as with his other counterparts from the EU and other economically powerful countries, send a message to their companies in Serbia about how much they can rely on support and, of course, expand their potentials and capacities."
JevtovićVukojičićMilanka,"Jevtović Vukojičić, Milanka",Srpska napredna stranka,F,1960,FOR,"What I particularly want to emphasize is that this Law on Foreigners was adopted in accordance with the strategic commitment of the Government of the Republic of Serbia, which is to join the EU, that is, to join the regulated democracies of Europe and to become a member of the EU. I do not understand whether they are still in favor of Serbia's entry into the EU and the harmonization of our legislation with EU legislation, or have they abandoned that path?"
JovanovićNataša,"Jovanović, Nataša",Srpska radikalna stranka,F,1966,AGAINST,"Mr. Marinković, I expected, since I follow your activities daily on a national television when you talk about the country's economy, you are well-informed—I figured you would interrupt or at least warn Mr. Martinović to respect the dignity of the Assembly, because in his speech, he said that we MPs who are against the EU policy are almost autistic, that we know nothing, that we have not been to Russia, we have not been to China, we have not seen… Mr. Martinović, since we are recalling your beginnings, and you are quite a bit younger than me, at the time when you were probably a schoolboy, I was living in the West, I traveled most of this planet and I know very well, as do most citizens of Serbia, especially the MPs of the SRS, how to distinguish between the economic policy towards Serbia and the general policies of Russia, China, and friendly countries, and those you speak of."
KneževićBlaža,"Knežević, Blaža",Srpska napredna stranka,M,1968,NEUTRAL,"The goal of the state of Serbia and the Government of the Republic of Serbia is for the territory of our country to be a network of corridors well-connected with its neighbors, to be the lifeline of this part of Europe, where, primarily due to Serbia's political leadership in this part of Europe and its strong infrastructure, more investors, or foreign entities, will come and help with their business activities in the economic development and infrastructure development of our country."
KrivokapićMilovan,"Krivokapić, Milovan",Srpska napredna stranka,M,1949,FOR,"I must emphasize once again what is absolutely well-known: that one of the prerequisites for the continuation of the European integration process is the complete harmonization with European legislation. Therefore, the area of movement and residence of foreigners on the territory of the Republic of Serbia, under current circumstances, needs to be regulated in a way that ensures, above all, the highest level of respect for human rights, but also ensures the highest degree of safety and legal security, both for the citizens of the Republic of Serbia and for foreign nationals who enter and stay in our country."
MalušićLjiljana,"Malušić, Ljiljana",Srpska napredna stranka,F,1958,FOR,"Our political course is towards the EU, but we maintain military neutrality. That is a certain European level."
MartinovićAleksandar,"Martinović, Aleksandar",Srpska napredna stranka,M,1976,NEUTRAL,"All European countries have this. Do you think that the state aid laws we have in Serbia are not in place in all European countries, especially those that joined the European Union after 2004? French, Italian, and German companies that come to Serbia market their products specifically in the European Union. Thanks to smart investment policies, we have managed to significantly reduce our trade imbalance with EU countries. Now I ask you, the great Russophiles, the great opponents of the EU, the great opponents of NATO—what investor from Russia, China, India, Brazil, or any supposedly friendly country have you brought in?"
MiletićMilija,"Miletić, Milija",Ujedinjena seljačka stranka,M,1968,NEUTRAL,"The expectations of citizens in Belgrade have also shown that a large number of people have given their support to the President of Serbia, Mr. Vučić, which means that in the coming period, we will continue to work in small municipalities, such as Svrljig, Bela Palanka, and Gadžin Han, where with my amendment, we want investors to invest in smaller communities. For example, those who want to invest in agriculture would need an investment of 150,000 euros. With such support given to investments, like foreign investors, we will then have the opportunity to truly secure a future for those people, investing in goat farming, sheep farming, providing quality milk, through milk production—there is cheese, there is the Svrljig belmuž, these are products that can be marketed tomorrow anywhere in Europe."
MirčićMilorad,"Mirčić, Milorad",Srpska radikalna stranka,M,1956,NEUTRAL,"The quality of the proposed laws on foreigners and asylum seekers is best illustrated by the decision of the European Community to establish a camp outside the borders of European countries, where asylum seekers and those who intend to go to Western Europe will be accommodated."
MirčićMilorad,"Mirčić, Milorad",Srpska radikalna stranka,M,1956,AGAINST,"Unfortunately, they are already announcing the arrival of their special representatives who will present an ultimatum to Serbia. So let's see, gentlemen, whether BMW, Bosch, and others will stay in Serbia if Serbia opposes the demands of the EU, namely Germany and America."
ObradovićBoško,"Obradović, Boško",Srpski pokret Dveri,M,1976,AGAINST,"This particularly applies to laws that directly address the issue of the large number of migrants who have passed through the territory of the Republic of Serbia, are currently in reception centers, or as asylum seekers, may be returned from EU countries to the Republic of Serbia. The problem is that what is being done in Hungary is not being done in Serbia, which is the barrier to the massive influx of migrants coming to the territory of Europe. You even change laws to align them with EU directives. And in every law passed in the National Assembly of the Republic of Serbia, it states that it is being adopted according to an EU directive. Mind you, there is no other word, but the exact word—according to EU directives. Does the National Assembly of the Republic of Serbia exist to pass laws according to EU directives, or can any current topic ever come onto the agenda of this National Assembly?"
ObradovićBoško,"Obradović, Boško",Srpski pokret Dveri,M,1976,AGAINST,"I believe it is a justified concern that the influx of migrants into the territory of Europe carries numerous negative consequences, and I believe we cannot play with the security threats that the migrant crisis has brought to Europe. I would remind the public and all of you, esteemed fellow MPs, that all those who carried out terrorist acts across Europe are migrants who passed through the territory of the Republic of Serbia. In that regard, believe me, it is not at all isolated in modern Europe. As you know, in all elections in Europe, this is an important and big issue; more and more, political options that warn of the dangers of the migrant crisis are winning and gaining votes. All of them can be returned here, as colleague Minister Stefanović says, by an EU directive that is not a directive, but I don't know what it is, and I don't know what the word 'directive' means in the Serbian language, except as an order from those who govern Serbia through a colonial administration that is in power here."
ObradovićBoško,"Obradović, Boško",Srpski pokret Dveri,M,1976,AGAINST,"I would say that it is very justified to believe that the EU, at some point, by closing its borders, as Hungary did, for example, could have a surplus of migrants they want to distribute somewhere or return them to their starting positions. Because Greece is in the EU, and we are not in the EU, this could be presented to us as a condition or even blackmail on Serbia's path to the EU—that we must accept a certain number of migrants, that we must become the largest asylum center in Europe, and so on. Thus, the EU has a mechanism of blackmail and continuously uses it on Serbia's path to the EU. We are the largest refugee population in Europe at this moment. We know what that hardship is, and we have rightfully helped each of these people, but that does not mean we should allow ourselves to do everything according to EU directives, to be a mere colony of Brussels, to follow every command of theirs and thus risk the safety of the citizens of Serbia. Why does someone who is an EU member act one way, and you, who are not an EU member, act differently?"
PalalićJovan,"Palalić, Jovan",Srpska narodna partija,M,1971,NEUTRAL,"You know, from 2008 to 2012, we had what was then called the most pro-European government, supported by all of Europe, with the main slogan being—jobs as a priority or jobs first."
StefanovićNebojša,"Stefanović, Nebojša",Srpska napredna stranka,M,1976,NEUTRAL,"I must say that it cannot happen that Serbia is forced to accept a large number of migrants because there isn't even a unified position on this issue among all EU states. Serbia is certainly sovereign enough to clearly state what it can and cannot accept. We believe this is a fair contribution from Serbia at a time when not all EU countries have the same number of migrants on their territory. Of course, I have attended numerous conferences, and I haven't been satisfied with all of them—not all of these conferences have led to spectacular results, to be honest. Europe hasn't found a solution to this issue. Not just Europe—the world still hasn't found a solution to this issue."
StefanovićNebojša,"Stefanović, Nebojša",Srpska napredna stranka,M,1976,NEUTRAL,"They want us to build at least 50 kilometers of highway per year on average, which is the average in Europe, and we will do even more than that."
StefanovićNebojša,"Stefanović, Nebojša",Srpska napredna stranka,M,1976,FOR,"These laws have gone through detailed consideration by all our working bodies of the Republic of Serbia, they have been reviewed by the European Commission, considered by the non-governmental sector, and discussed with citizens through public hearings and all interested parties, and they are now in Parliament for regular procedure. We will see, these laws we are passing, which are said to align with EU directives—‘directive’ is the name of a legal act, not some authoritative tone, but rather the name of an EU legal act that provides instructions on how certain laws should be made. We are doing this partly due to the higher standards that exist in those countries, but we are also doing it because we want better standards and better protection for our country and our citizens."
StefanovićNebojša,"Stefanović, Nebojša",Srpska napredna stranka,M,1976,NEUTRAL,"Those who carried out terrorist acts in Europe were mostly citizens of the countries where the acts were committed, some even third, fourth, or fifth generation living in those countries. About 650,000 people have expressed their intention to seek asylum, which they have used as a sufficient reason to stay on our territory for a maximum of about 72 hours, then leave our country and go to Western Europe."
StojiljkovićIvana,"Stojiljković, Ivana",Srpska napredna stranka,F,1981,NEUTRAL,"As we have heard many times today, Serbia is now definitely a leader in Europe when it comes to attracting foreign investors. The government's plan is also to strengthen small and medium-sized enterprises in Serbia. I would particularly emphasize, as I mentioned earlier during the discussion of the first amendment I submitted, that Serbia has numerous advantages, but I would particularly highlight once again our geostrategic position. Because Serbia is at the crossroads of European routes, now that we are a macroeconomically stable country, we can rely on this advantage, as the routes that pass through our country will definitely bring investors to our state."
StojiljkovićIvana,"Stojiljković, Ivana",Srpska napredna stranka,F,1981,NEUTRAL,"What should be emphasized is that until 2013, Serbia was not a serious partner to foreign investors, and nobody took it seriously, so the arrival of foreigners and investors was not legally regulated. That's why we now insist that all laws take this into account—of course, the one currently on the agenda—because Serbia now has outstanding advantages, such as its geographical position, duty-free exports to Southeast European countries and Russia, excellent macroeconomic stabilization, successful fiscal consolidation, low inflation rate, an improved business environment, and we have climbed 44 places on the Doing Business list. Importantly, we are among the top 10 reforming countries in the world."
TomićAleksandra,"Tomić, Aleksandra",Srpska napredna stranka,F,1969,NEUTRAL,"Therefore, today, in the past four years and in the future, we are on par with the most developed states in the EU."
TorbicaBojan,"Torbica, Bojan",Pokret socijalista,M,1974,NEUTRAL,"Thus, in 2016, Serbia attracted twelve times more greenfield foreign direct investment than would be expected for an economy of its size. Serbia has become attractive to foreign investors thanks to the serious reforms it has implemented over the past four years, which, among other things, have shortened the time required for company registration and issuing construction permits. By the end of last year, Serbia was declared the best country in Southeast Europe based on the criterion of implemented reforms, making it extremely attractive to foreign investors."
BelačićAleksandra,"Belačić, Aleksandra",Srpska radikalna stranka,F,1986,AGAINST,"It is a fact that companies from the EU are very mindful of all ecological values within the EU states, using numerous ecological filters and ensuring no toxic substances are released into water streams. However, these same companies often operate below any ecological standard when doing business in Serbia. Serbia is primarily polluted because of the bombing by EU and NATO member states. Unfortunately, the fact is that today the problem is neither the bats nor the birds from the wetlands; the problem is that you in the Government of the Republic of Serbia seem to be blind and deaf to these issues or have decided to overlook them to achieve everything you have set on your path to the EU. We are convinced that we will never enter the EU, and accordingly, we should pass laws that are applicable here, suitable for our citizens, and tailored to our needs, not dictated by the EU. We have seen so far that such laws have not brought us anything good."
CokićRadoslav,"Cokić, Radoslav",Srpska napredna stranka,M,1958,FOR,"Dear Chairperson, dear Minister, esteemed representatives of the Ministry, fellow MPs, I support the Draft Law on Amendments to the Environmental Protection Law because it is European, it means easier access to our European funds, and it is beneficial for our citizens. Let's resolve one landfill in each district and build transfer stations in other places, as they exist in Europe, which look like small parks, half the size of this Assembly—well-maintained, real parks."
DespotovićZoran,"Despotović, Zoran",Srpska radikalna stranka,M,1965,AGAINST,"Regarding the protection of the population from dangerous pollutants, Serbia significantly lags behind the countries of Central and Eastern Europe, where a high level of environmental protection is present. Drinking water is also of poorer quality compared to the mentioned countries, meaning Eastern and Central Europe. One of the main and burning issues is waste material landfills, where, unfortunately, Serbia is at the bottom of the European scale. Do you think that the EU, which you so eagerly rush towards, wants Serbia under its wing with such a number of wild and unsanitary landfills? The EU's charity is primarily aimed at seizing our vital resources in the future, which we must not allow."
JovanovićBranimir,"Jovanović, Branimir",Socijaldemokratska partija Srbije,M,1979,NEUTRAL,"I am primarily referring to the part concerning the Green Fund and the preparation and co-financing of projects funded from EU pre-accession assistance. At the EU level, this is 60%, and I will highlight a good example."
JovanovićNeđo,"Jovanović, Neđo",Socijalistička partija Srbije,M,1962,FOR,"Because Serbia, and consequently the Government of the Republic of Serbia, including the relevant ministry, is involved in a concept that is actually an integral part of the European concept of environmental protection, we are proposing laws in that direction, or rather, the Government is proposing laws, and we are discussing them, and I hope we will adopt them without any doubts."
KaranacJasmina,"Karanac, Jasmina",Socijaldemokratska partija Srbije,F,1967,FOR,"Also, after a long time, we now have a separate ministry responsible for environmental protection, which takes care of this important area and proposes laws that must be aligned with European legislation. In this area, we have a huge task ahead, and Chapter 27 is one of the most demanding chapters in the process of Serbia's accession to the EU. It should be known that EU regulations related to the environment are extremely extensive and constitute almost one-third of all regulations, which in itself shows the importance given to environmental protection and how candidate countries are scrutinized by the EU regarding environmental protection."
MarkovićAleksandar,"Marković, Aleksandar",Srpska napredna stranka,M,1981,FOR,This is the European Serbia.
MihajlovićBranislav,"Mihajlović, Branislav",Dosta je bilo,M,1953,NEUTRAL,"This acknowledges the mistake that the abolition [of the ministry] should not have happened at all, and we know that there was considerable pressure from the European Union as well because it was necessary to establish it; it is nonsensical not to have such a ministry."
MiletićMilija,"Miletić, Milija",Ujedinjena seljačka stranka,M,1968,NEUTRAL,"I hope, esteemed Minister, that you, with your ministry and our government, will provide more funds in your ministry's budget in the future, and that we all work together to ensure that those small local self-governments, with their small budgets, together with the budget of the Republic of Serbia and European funds, work to resolve all landfills, solve the problem of wastewater, and keep our municipalities the most beautiful, the most beautiful in the world."
NikolićIvana,"Nikolić, Ivana",Srpska napredna stranka,F,1989,FOR,"Serbia's accession to the EU implies meeting standards in the field of environmental protection, for which it is necessary to build appropriate infrastructure. Tackling these challenges and aligning our regulations with EU environmental protection standards is indeed a complex and responsible task, but a responsible government and a responsible President of the Republic of Serbia contribute to creating an environment for aligning our regulations with EU regulations, as well as attracting investments. In the field of environmental protection, in the next two decades, we can expect 10.5 billion in direct foreign investments in infrastructure development related to waste management, wastewater treatment, water management, and reducing industrial pollution. All this fits into an overall picture that increasingly positions Serbia on better standings on internationally recognized lists, and there is no doubt that it is becoming a leader in the region, in Europe, and in the world."
ObradovićBoško,"Obradović, Boško",Srpski pokret Dveri,M,1976,NEUTRAL,"We are certainly interested in environmental protection, but not because of the EU, but for the sake of environmental protection in Serbia. We believe that the EU is not the reason why we should deal with our own environment, but rather the protection of our own environment should be the motive for us to address this issue. The European Union has allocated certain funds for these purposes in pre-accession funds for the period from 2014 to 2020, but now, Mr. Minister, it is the end of 2018, and I do not see that you will achieve anything in that stipulated period until 2020. And let me remind you that no one knows whether the EU will even exist after that, or whether any funds will be allocated for this issue after 2020. Furthermore, I remind you that we have firm promises from leading European officials that we will certainly not enter the EU before 2025, if the EU even exists by then."
PapugaOlena,"Papuga, Olena",Liga socijaldemokrata Vojvodine,F,1964,NEUTRAL,"My first question is directed to Minister Šarčević, the Minister of Education, and Jadranka Joksimović, the Minister for European Integration. She stated during a parliamentary session on Thursday that the European Commission, among other things regarding Chapter 23, particularly emphasized that the European Commission praised Serbia's progress concerning textbooks in the languages of national minorities."
PavlovićSonja,"Pavlović, Sonja",Dosta je bilo,F,1957,FOR,"In the process of achieving European standards in environmental protection, I believe we do not lack knowledge, scientific, or professional capacities, but we certainly lack financial support and the necessary development of administrative capacities, and I have not seen any progress in this regard. As far as I know, we were obliged to present a strategic plan for financing the environmental sector for several years to the European Commission to demonstrate that we, as a state, are serious and understand the value of investing in this area to improve conditions. Apart from the declarative cooperation with the Ministry for European Integration, I do not see a real way of cooperation."
StamenkovićBranka,"Stamenković, Branka",Dosta je bilo,F,1968,AGAINST,"We need to wisely and statesmanlike use this opportunity, to turn away from the destructive policy so far concerning Kosovo and Metohija, which has been based on an imposed and harmful solution from Germany for Serbia, just because the EU dangled a rotten carrot in front of us."
StojanovićStudenka,"Stojanović, Studenka",Srpska napredna stranka,F,1982,FOR,"Therefore, our greatest opportunity lies in these funds, and all efforts must be directed towards drawing funds from European funds. Then, in 2013, the Government of Aleksandar Vučić completed the project for a new smelter, changed the smelting technology, reconstructed the smelter, and built a new sulfuric acid factory. The air quality was completely transformed, and from a black spot on the map of Europe, Bor became a city with first-category air quality. For this, we received recognition from the European Environment Agency, which in 2016 declared RTB the ecological star for improving air quality in Serbia."
TomaševićDamnjanovićTanja,"Tomašević Damnjanović, Tanja",Srpska napredna stranka,F,1982,FOR,"Dear Minister and your associates, esteemed fellow MPs, the main priorities of EU environmental policy are the circular economy, eco-innovation, and improving air quality. Chapter 27 on the environment and climate is one of the most complex and complicated chapters in the negotiation process, covering one-third of all EU legal acquis, which necessitates a clear national policy, particularly in finance planning and implementation dynamics. The aim of the Draft Law on Amendments to the Environmental Protection Law is to enable the use of Green Fund resources to co-finance projects funded from EU pre-accession funds and to meet the conditions for utilizing IPARD funds."
