Speaker_ID,Speaker_name,Speaker_party_name,Speaker_gender,Speaker_birth,Stance,Relevant_Speech
LončarZlatibor,"Lončar, Zlatibor",Srpska napredna stranka,M,1971,NEUTRALNO,"Imamo kao statistiku, namestili statistiku kao u evropskim standardima i to je to – biološka trudnoća, a koliko je od tih trudnoća išlo do kraja, a koliko je novca otišlo, a šta smo sve mogli za to, niko na to nije obratio pažnju."
MilojičićRadoslav,"Milojičić, Radoslav",Demokratska stranka,M,1984,NEUTRALNO,"Pošto ste sada SNS, za razliku od pre 20 godina, ukapirali da je pao Berlinski zid, naučili su od nas iz DS da treba da zastupaju evropske vrednosti, za koje se danas zalažu samo deklarativno, a ne vidimo u konkretnim primerima, Evropska povelja, koja je Srbija ratifikovala 2007. godine, garantuje svakoj lokalnoj samoupravi političku, administrativnu i finansijsku nezavisnost. U EU polovina budžetskih prihoda ide na račun lokalnih samouprava, a polovina vladi te države."
MrdakovićTodorovićLjubica,"Mrdaković Todorović, Ljubica",Srpska napredna stranka,F,1962,ZA,"Novina u zakonu su prilagođene razvoju medicinske nauke koja stalno napreduje i prakse, kao i regulativi EU. Cilj zakona je uređen organizacioni sistem u oblasti BMPO-a i stvaranje jedinstvenih uslova za obavljanje postupaka BMPO-a, u skladu sa savremenim standardima medicinske nauke i prakse, kao i propisima Evropske unije, uspostavljanje sistema kvaliteta u ovoj oblasti medicine."
ObradovićBoško,"Obradović, Boško",Srpski pokret Dveri,M,1976,PROTIV,"Naravno da sam uvek protiv kada moramo nešto da radimo po direktivama EU. Zaista nekako uvek mučno delujem kada nam predstavnici Vlade obrazlažu da donose određene zakone koji su u potpunosti usklađeni sa direktivama EU. Nema slučajnosti u semantici, u značenju reči, u nazivima određenih stvari i to što mi radimo po direktivama iz EU sve govori. Bez obzira na to šta su direktive iz EU, mi treba da gledamo šta je interes građana Srbije i nije sporno da su ove dve teme veoma značajnog interesa za građane Srbije. Evo šta kaže Evropski parlament, ja ću da citiram ovo što gospodin Pavlović nije smeo da citira. Dakle, Evropski parlament u Godišnjem izveštaju o ljudskim pravima i demokratiji u svetu za 2014. godinu, u paragrafu 114, jasno osuđuje praksu surogacije i kaže: „Osuđuje se praksa surogacije koja podriva dostojanstvo žene, obzirom da se njeno telo i reproduktivni organi koriste kao roba."
PavlovićDušan,"Pavlović, Dušan",Dosta je bilo,M,1969,NEUTRALNO,"Dame i gospodo, prisustvovali smo jednom malom kuriozitetu ovde da se jedan od najvećih evroskeptika u ovoj sali poziva na dokument EU, i to u pozitivnom kontekstu. Međutim, kolega Obradović je ipak malo pogrešno citirao ovaj dokument kada je hteo da navede šta EU, odnosno Evropski parlament misli o surogat materinstvu."
PavlovićDušan,"Pavlović, Dušan",Dosta je bilo,M,1969,NEUTRALNO,"Vi ste pomenuli, ministre, da u EU postoji neka vrsta trenda da se ide protiv toga. Pomenuli ste da postoji izveštaj Evropskog parlamenta. Postoji zapravo, tačno je, izveštaj Evropskog parlamenta za 2014. godinu koji se tiče, izašao je 2015. godine, ali se odnosi na 2014. godinu, koji se tiče stanja ljudskih prava. Dakle, o surogat materinstvu se u Evropskom parlamentu raspravlja u kontekstu poštovanja ljudskih prava i jedan paragraf koji se tiče surogat materinstva odnosi se na komercijalno surogat materinstvo. To je ono što Evropski parlament osuđuje. Inače, ima zemalja u EU, osim Grčke, Holandija, Belgija su takođe zemlje u kojima surogat materinstvo je dozvoljeno iz altruističkih pobuda. Recimo u Češkoj, cela stvar uopšte nije regulisana pravno, Češka je takođe članica EU, nije regulisana pravno pa se smatra da je surogat materinstvo iz altruističkih razloga dozvoljeno."
RančićBranimir,"Rančić, Branimir",Srpska napredna stranka,M,1953,ZA,"Ovaj zakon je delimično usaglašen sa evropskom regulativom i nakon perioda primene ovog zakona u trajanju od šest godina, konstatovale su se sledeće određene slabosti, što će reći da važeći Zakon koji uređuje oblast lečenja neplodnosti postupcima biomedicinski potpomognutog oplođenja nije prepoznao značaj definisanja i uređenja delatnosti biomedicinskog potpomognutog oplođenja, kao i uslove pod kojima se ta delatnost može obavljati, a u koje spadaju testiranje, dobijanje, obrada, zamrzavanje, odmrzavanje, očuvanje, skladištenje i distribucija reproduktivnih ćelija, zigota i embriona, kao i uvoz, odnosno izvoz reproduktivnih ćelija, što je dovelo da se u zdravstvenim ustanovama obavljaju postupci biomedicinski potpomognutog oplođenja, ali bez definisanih uslova na nacionalnom nivou, te je svaka zdravstvena ustanova unutar svoje ustanove definisala te uslove. Da bi se zakon razumeo, a na osnovu toga i diskutovalo u Skupštini Srbije, a činjenica je da svi narodni poslanici ne poseduju određeno stručno medicinsko znanje, u članu 3. je data definicija, odnosno značenje određenih stručnih termina, a u cilju potpune harmonizacije domaćeg prava u oblasti sa pravom Evropske unije."
StamenkovićBranka,"Stamenković, Branka",Dosta je bilo,F,1968,NEUTRALNO,"Pretpostavljam šta se tu moglo desiti, ima dve verzije; jedna je da se jednostavno prevodilo nešto što neka direktiva EU zahteva, pa da je tako promaklo, a drugo je da su možda ovo izrazi koji su u nekom prvom nacrtu zakona stvarno bili korišteni, a posle je rešeno da se to prebaci u podzakonski akt."
StojkovićDušica,"Stojković, Dušica",Srpska napredna stranka,F,1979,NEUTRALNO,Ovi podaci svrstavaju Srbiju na tu negativnu statistiku kada je reč o neplodnosti među razvijenim zemljama Zapadne Evrope. Pre svega mislim na standarde u medicinske nauke i prakse i propise koji već važe u razvijenim zemljama EU.
VesovićDragan,"Vesović, Dragan",Srpski pokret Dveri,M,1966,PROTIV,"Ne mora da bude lično meni, nego verujte da u Srbiji ima građana koji vrlo loše reaguju kada se nešto radi po direktivi EU. Čini mi se da donošenje ovakvog zakona koji, ponavljam, jeste u interesu Srbije, a ne po direktivi EU, jeste prvi ozbiljan korak koji pokazuje ozbiljnost države i nečega gde mogu i različite političke opcije da se slože, jer Bogu hvala, u pitanju je struka, a ne politika."
VukomanovićDijana,"Vukomanović, Dijana",Socijalistička partija Srbije,F,1967,NEUTRALNO,"Takođe, želim da naglasim i da pohvalim i nauku u Srbiju iz ove oblasti, da taj bioinžinjering reproduktivnih organa strašno napreduje, da mi nismo slepo crevo Evrope, mada se možda po zakašnjenju donošenja ili predlaganja ovog zakona tako čini."
ĐurišićMarko,"Đurišić, Marko",Socijaldemokratska stranka,M,1968,NEUTRALNO,"To bi im omogućilo nove investicije, možda minimalno povećanje plata, ali bi pokazalo jedan trend koji bi promenio trend da Srbija jedino po čemu je konkurentna u Evropi u odnosu na naše susede su niska primanja, neto primanja zaposlenih."
ĐurišićMarko,"Đurišić, Marko",Socijaldemokratska stranka,M,1968,NEUTRALNO,"U evropskim zemljama, našao sam podatak da je u 12 od 28 zemalja dozvoljeno. Nije, ima još drugih evropskih zemalja u kojima je dozvoljeno, nije u nekim najvećim zemljama dozvoljeno. I postoji ta rezolucija Evropskog parlamenta, ali ona nije obavezujuća."
ŠešeljVojislav,"Šešelj, Vojislav",Srpska radikalna stranka,M,1954,PROTIV,"Vi se pozivate na pravila „Eurotransplanta“, mene to ne interesuje, ne interesuje mi ne EU, ni način na koji je ona to rešavala, osim u slučaju da je rešila na neki način koji bi za nas bio pogodan, a da se mi po svaku cenu na njih ugledamo, i da nam bude pravilo ono što su već proveli, apriori to apsolutno ne prihvatam."
AtlagićMarko,"Atlagić, Marko",Srpska napredna stranka,M,1949,NEUTRALNO,"Prema tome, u tom smislu, smatram da je zakon izuzetno dobar, da je on rešio ne samo pitanje ostvarivanja prava službene upotrebe matičnog naroda, nego i nacionalnih manjina, kako vidite u sledećim stavkama člana 5, kako to rade i drugi narodi u Evropi i svetu."
GojkovićMaja,"Gojković, Maja",Srpska napredna stranka,F,1963,ZA,"Kada sam čula kao poslanica, koja ne beži od toga da pripada evropskoj partiji naroda i da moja opredeljenja svakako nisu ekstremno levičarsko opredeljenja, ali kada sam čula njegovo obrazloženje, naravno da ne mogu da prihvatim amandman. Znači, SNS sigurno ne promoviše neke vrednosti protiv kojih su naši glasači, ali nas Ustav usmerava na određene stvari, na to da smo svi mi u ovom društvu jednaki i kako neko ko pripada evropskoj partiji naroda treba vas da upozorava da smo svi mi u ovom društvu jednaki, onda je najmanje ono što očekujem, prvo, da budete protiv ovog amandmana, ne zato što sada ovi predlažu, kao ovi su naši, ovi nisu naši, nego vi vašu političku orijentaciju morate da dokažete time što ste protiv ovakvog amandmana, a drugo da osudite ovaj govor mržnje."
GojkovićMaja,"Gojković, Maja",Srpska napredna stranka,F,1963,NEUTRALNO,"Sada kada se meni dozvoli, kao nekom ko je iz Evropske partije naroda i ko sigurno ne promoviše ništa što ne žele da promovišu građani Srbije, ili što opet da se vratimo na Ustav, o kome smo slušali čitavo prepodne, ne govori, jedino u šta mogu da posumnjam, ali sigurno neću podržati ovaj amandman, jer ovaj amandman nema veze uopšte sa predlogom zakona, niti sa tim članovima, da je predlagač koji je 2014. godine u svojoj kampanji imao plakate u kojima govori „Da muškarci“ u stvari želeo nama nešto drugo ovde da saopšti, svoje strahove i svoje sumnje šta bi to zakon možda mogao u nekoj njegovoj podsvesti da zaista radi."
MilojičićRadoslav,"Milojičić, Radoslav",Demokratska stranka,M,1984,ZA,"On kaže ovako, da veruje da je DS ta, kako je to govorio Zoran Đinđić, koja vuče evropska kola i želim da najorganizovanijoj, najenergičnijoj stranci pomognem da ta kola stignu tamo gde svi želimo da budemo, u Evropi."
ObradovićBoško,"Obradović, Boško",Srpski pokret Dveri,M,1976,PROTIV,"Naravno da ste vi u tom trendu evropskom, da ste vi ta gej frendli politika, da ste vi ta, ne znam kako bi to naš narod nazvao, rizikujem da dobijem opomenu… Dakle, ono što je poenta priče jeste – zakonski zastupnik se uvodi ovde kao apsolutno nepostojeća kategorija."
RadulovićSaša,"Radulović, Saša",Dosta je bilo,M,1965,NEUTRALNO,"Da vas podsetim, još jednom, i Amerika i Kanada, zemlje EU imaju plaćeno sve ovo i udžbenike, i sveske i niko ne ide u prodavnicu, pa ih dobija besplatno, nego odvedete dete u školu i tamo dobija udžbenike."
BauerIvan,"Bauer, Ivan",Socijaldemokratska partija Srbije,M,1967,NEUTRALNO,"Iza nas se nalazi deset država članica EU. Onda takođe nije čudno što je Svetska banka rekla da je Srbija u ovoj godini najbolja zemlja jugoistočne Evrope po reformama. Kada to sve saberete, vi dobijate projektovani budžetski deficit u narednoj godini od 28,4 milijarde dinara, odnosno 0,6% BDP, sa idejom da on konvergira ka 0,5% BDP, što jeste nešto što EU preporučuje za zemlje koje imaju dug veći od 60% BDP."
FehratovićJahja,"Fehratović, Jahja",Stranka pravde i pomirenja,M,1982,NEUTRALNO,"Kao pripadnik manjinskog naroda Bošnjaka, čiji je veliki broj sunarodnika državljana Republike Srbije, živi u zemljama Evrope, Amerike, Australije, pa i Azije, a naročito kao neko ko je obišao veliki broj zajednica tih državljana Republike Srbije, sa žaljenjem konstatujem da do sada nijedno njihovo udruženje, nijedna njihova organizacija, nijedna njihova akcija ili projekat, nisu podržani od strane uprave za saradnju sa dijasporom."
JovanovićJovan,"Jovanović, Jovan",Dosta je bilo,M,1970,NEUTRALNO,"Taj rast je dvostruko niži od prosečnog rasta u regionu, tako ćemo samo nastaviti da zaostajemo za evropskim zemljama."
JovanovićNataša,"Jovanović, Nataša",Srpska radikalna stranka,F,1966,PROTIV,"Mi smo jedina opozicija, politici uništavanja Srbije, politici klečanja pred EU, srpskim neprijateljima."
KarićDragomir,"Karić, Dragomir",Pokret Snaga Srbije – BK,M,1949,NEUTRALNO,"Pa, mi smo jedno od retkih zemalja uopšte ne samo Evropi u svetu, gde možete na aerodrom da dođete tek ispred samog aviona na kontrolu."
KneževićGoran,"Knežević, Goran",Srpska napredna stranka,M,1957,NEUTRALNO,"Još nešto jako važno, takođe se provlačila teza da je ovo naš domaći izum i da je to naš stav, da samo mi dajemo to u Evropi, nije tačno. Većina zemalja EU od Slovačke, Mađarske, Češke i ostalih zemalja, praktično isplaćuju na vrlo sličan način investitorima ove podsticaje."
KovačevićGoran,"Kovačević, Goran",Srpska napredna stranka,M,1970,NEUTRALNO,"Dakle, imate budžet koji nema deficit, odnosno ima ga na 0,6, EU nam kaže da možemo na 0,9, zaduženost koju imate na nivou od ispod 60%."
KrasićZoran,"Krasić, Zoran",Srpska radikalna stranka,M,1956,PROTIV,"On je 2001. godine metodološki promenjen, pa je onda još jednom metodološki bio promenjen kada je bila potreba da se Mlađan Dinkić izabere za, gle, najboljeg ministra u Evropi, pa se onda javio onaj veliki suficit i nacionalni program, da bi posle nekoliko godina bilo rečeno – to je sve bila laž. Sve što je urađeno od 2000. godine do danas urađeno je uz saglasnost Venecijanske komisije, Svetske banke, MMF-a, EU, Evropske komisije, civilnog društva kao nadzornika, koji sprovode ovo što se dešava ovde, ambasada itd, itd. Radi se o običnom provizorijumu, koji treba da zamagli suštinu, a suština je – nema prosperiteta Srbije dok ide ka EU, postupa po direktivama, po nalozima, trudi se da ispuni naloge i zahteve koji dolaze iz EU i da bi to ispunili, gotovo da se ne gleda šta se gazi u našem neposrednom okruženju."
LazićNada,"Lazić, Nada",Liga socijaldemokrata Vojvodine,F,1950,NEUTRALNO,"Najveća od njih je ova kod Novog Sada, koji je inače kao što znate, evropska prestonica kulture za 2021. godinu. "
LjubenovićTomislav,"Ljubenović, Tomislav",Srpska radikalna stranka,M,1951,NEUTRALNO,"Podaci zvanične statistike EU, Eurostat, iz marta ove godine pokazuju da je naša ekonomija po stopi siromaštva najlošije rangirana od ukupno 34. posmatrane zemlje."
MirčićMilorad,"Mirčić, Milorad",Srpska radikalna stranka,M,1956,NEUTRALNO,"Šta vam je argument kojim se služite da je ovo ubrzani put u Evropsku uniju? Evo, pre neki dan smo čuli da 2019. godine Srbija mora konačno da reši pitanje spora sa Kosovom, kako to kažu iz Evropske unije. Srbija mora da prizna Kosovo, da bi 2025. godine bila eventualno primljena u Evropsku uniju."
NedimovićBranislav,"Nedimović, Branislav",Srpska napredna stranka,M,1977,ZA,"Posle osam godina, postdemistifikovaćemo čitavu tu stvar i jednom poći putem kojim moramo da idemo, a to je zajednička evropska poljoprivredna politika."
RadenkovićDejan,"Radenković, Dejan",Socijalistička partija Srbije,M,1971,ZA,"Vođenje javnih finansija ozbiljne države koja je kao takva priznata u ozbiljnom svetu, počevši od EU, pa do MMF, Svetske banke Rusije, Kine i mnogih drugih zemalja i organizacija, a posebno ozdravljenje javnih finansija je proces koji se ne dešava u jednom budžetskom ciklusu, a koji je po meni stigao do jednog logičnog epiloga nakon četiri godine snažnih reformi. A, mi smo imali prilike da se uverimo u to onoga trenutka kada smo bili deo vladajuće većine zbog evropskog puta, kada smo bili manjinski partner i kada je tadašnja Vlada dovela u pitanje održivost naših javnih finansija i uspela da nas dovede na rub tihog sukoba sa EU. evropsku državu."
ČanakNenad,"Čanak, Nenad",Liga socijaldemokrata Vojvodine,M,1959,ZA,"Ako neko misli da je nevažno, moram podsetiti da u slučaju pridruživanja EU jedna od osnovnih stvari koja se traži od nas je poštovanje države prava, pravne države. Vi ovim direktno kršite Ustav ove države i time dovodite u pitanje iskrenost namere za pridruživanje Srbije EU. Sa jedne strane je pozitivno to što su prihodi, koji su finansijska pomoć EU, posebno prikazani, jer je do sada iskazivana u jednoj poziciji zajedno sa ostalim donacijama i transferima, ali ta pomoć ide iz činjenice da se pretpostavlja iskrenost u nameri pridruživanju EU."
ĐurićVladimir,"Đurić, Vladimir",Dosta je bilo,M,1970,NEUTRALNO,"Onda imamo, recimo, Vladinu kancelariju za EU upravu koja budžetira 2,2 milijarde, od čega samo 1,5 milijarda ide na licence, a da istovremeno dodatno imamo još oko 4,7 milijardi dinara raznoraznih IT projekata po raznoraznim drugim razdelima."
AtlagićMarko,"Atlagić, Marko",Srpska napredna stranka,M,1949,NEUTRALNO,"Mi smo najbolje tretirali migrante u Evropi. Mi imamo i tradiciju, jer i naše izbeglice i migrante su neke evropske zemlje i ne samo evropske, prihvatile kao svoje ljude."
JanjuševićKrsto,"Janjušević, Krsto",Srpska napredna stranka,M,1981,NEUTRALNO,"Sami sporazumi koje je ministar Stefanović potpisao sa svojim kolegom u Nemačkoj o bezbednosti između dve zemlje, zatim sa drugim svojim kolegama iz EU i iz drugih zemalja koje su moćne ekonomske sile, pokazuje poruku njihovim firmama u Srbiji koliko mogu da računaju na podršku i naravno da šire svoje potencijale i kapacitete."
JevtovićVukojičićMilanka,"Jevtović Vukojičić, Milanka",Srpska napredna stranka,F,1960,ZA,"Ono što posebno želim da istaknem, to je da je i ovaj Zakon o strancima donet u skladu sa strateškim opredeljenjem Vlade Republike Srbije, a to je pristupanje zemljama EU, odnosno pristupanje uređenim demokratijama Evrope i članstvo u EU. Nije mi jasno da li su oni i dalje za ulazak Srbije u EU i harmonizaciju našeg zakonodavstva, sa zakonodavstvom EU ili su od tog puta odustali?"
JovanovićNataša,"Jovanović, Nataša",Srpska radikalna stranka,F,1966,PROTIV,"Gospodine Marinkoviću, očekivala sam, pošto ja svakodnevno pratim vaše aktivnosti na jednoj nacionalnoj televiziji kad pričate o ekonomiji zemlje pa ste upućeni, računam da prekinete, ili bar upozorite gospodina Martinovića da poštuje dostojanstvo Skupštine, jer on je u svom izlaganju rekao kako mi poslanici koji smo protiv politike EU, maltene smo autistični, ništa ne znamo, nismo bili u Rusiji, nismo bili u Kini, nismo videli… Gospodine Martinoviću, pošto smo se setili vaših početaka, a mlađi ste prilično od mene, u trenutku kad ste vi verovatno bili školarac, ja sam i živela na Zapadu, proputovala većinu ove planete i vrlo dobro znam, kao i većina građana Srbije, naročito poslanika SRS da napravim razliku između ekonomske politike prema Srbiji i politike uopšte Rusije, Kine i prijateljskih zemalja i onih o kojima vi pričate."
KneževićBlaža,"Knežević, Blaža",Srpska napredna stranka,M,1968,NEUTRALNO,"Cilj države Srbije i Vlade Republike Srbije je da teritorija naše države bude mreža Koridora dobro povezana sa svojim susedima, odnosno da bude žila kucavica ovog dela Evrope, gde će se pre svega, zbog političkog liderstva Srbija u ovom delu Evrope, zatim jakom infrastrukturom doći do još većeg broja investitora, odnosno stranih lica koja će svojim poslovanjem pomoći ekonomskom razvoju i razvoju infrastrukture u našoj zemlji."
KrivokapićMilovan,"Krivokapić, Milovan",Srpska napredna stranka,M,1949,ZA,"Moram da naglasim još jednom ono što je apsolutno poznato, da je jedan od preduslova za nastavak procesa evrointegracija upravo i kompletna harmonizacija sa evropskim zakonodavstvom, dakle, oblast kretanja i boravka stranaca na teritoriji Republike Srbije u današnjim okolnostima, neophodno urediti na način da se obezbedi pre svega najviši nivo poštovanja ljudskih prava, ali da se obezbedi najveći stepen bezbednosti i pravne sigurnosti, kako građana Republike Srbije, tako i stranih državljana koji ulaze i borave u našoj zemlji."
MalušićLjiljana,"Malušić, Ljiljana",Srpska napredna stranka,F,1958,ZA,"Zato što je naš politički kurs prema EU, ali je neutralnost vojna. To je neki evropski nivo."
MartinovićAleksandar,"Martinović, Aleksandar",Srpska napredna stranka,M,1976,NEUTRALNO,"To imaju sve evropske zemlje. Mislite da zakone o državnoj pomoći kakve imamo mi u Srbiji nemaju sve zemlje Evrope, posebno zemlje koje su od 2004. godine ušle u Evropsku uniju? Dakle, francuske kompanije, italijanske, nemačke kompanije koje dolaze u Srbiju, plasiraju svoje proizvode upravo na tržište Evropske unije. Zahvaljujući pametnoj politici investiranja mi smo uspeli značajno da smanjimo naš trgovinski disbalans sa upravo zemljama Evropske unije. Sad ja vas pitam, velike rusofile, velike protivnike EU, velike protivnike NATO pakta – kog investitora iz Rusije ili Kine, ili iz Indije, ili iz Brazila, ili iz bilo koje druge zemlje, vama navodno prijateljske ste vi doveli?"
MiletićMilija,"Miletić, Milija",Ujedinjena seljačka stranka,M,1968,NEUTRALNO,"Rezultati očekivanja građana pokazali su i u Beogradu da je veliki broj ljudi dao podršku predsedniku Srbije, gospodinu Vučiću, što znači da ćemo u narednom periodu nastaviti da radimo i u malim opštinama, kao što je opština Svrljig, kao što je opština Bela Palanka, kao što je opština Gadžin Han, gde želimo ovim mojim amandmanom da se investitori koji žele da ulažu, ulažu u malim sredinama, da recimo, ko želi da ulaže u poljoprivredu ima investiciju 150 hiljada evra, možda da uloži u opštinu Svrljig i opštinu Belu Palanku ili opština Gadžin Han, da obezbedi investiciju 10 gazdinstva kroz program zadrugarstva, kroz njihovo partnerstvo, da obezbedi nabavku krava, nabavku ovaca, nabavku koza i na taj način da sutra toj zadruzi obezbedi kvalitetne proizvode i sa tim proizvodima, taj investitor siguran sam može da izađe u bilo kom delu Evrope i sveta na tržištu. Ovakvoj pomoći koju daju investicije, kao strani investitori, tada ćemo imati mogućnost da stvarno tim ljudima obezbedimo budućnost, da uložimo u kozarstvo, ovčarstvo, da obezbedimo kvalitetno mleko, kroz proizvodnju mleka tu je sir, tu je svrljiški belmušt, to su proizvodi koji se sutra mogu plasirati svuda u bilo kom delu Evrope."
MirčićMilorad,"Mirčić, Milorad",Srpska radikalna stranka,M,1956,NEUTRALNO,"Koliko su dobri ovi predloženi zakoni o strancima, o azilantima, najbolje govori odluka Evropske zajednice da će osnovati kamp van granica zajednica evropskih zemalja, u kome će biti smešteni azilanti i oni koji idu, imaju namere prema zapadnoj Evropi."
MirčićMilorad,"Mirčić, Milorad",Srpska radikalna stranka,M,1956,PROTIV,"Nažalost, već vam najavljuju dolazak njihovih specijalnih predstavnika koji će staviti ultimatum pred Srbiju, pa da vidimo gospodo da li će BMW, BOSH i ostali ostati u Srbiji, a Srbija se usprotivi zahtevima EU, odnosno Nemačke i Amerike."
ObradovićBoško,"Obradović, Boško",Srpski pokret Dveri,M,1976,PROTIV,"Ovo se posebno odnosi na zakone koji se direktno tiču problema ogromnog broja migranata koji su prošli preko teritorije Republike Srbije, danas se na njoj nalazi u prihvatnim centrima ili kao tražioci azila mogu biti vraćeni iz zemalja EU u Republiku Srbiju. Problem je samo što ono što se radi u Mađarskoj, ne radi se u Srbiji, a to je brana ogromnoj migrantskoj navali koja dolazi na teritoriju Evrope. Vi čak menjate zakone da biste ih uskladili sa direktivama EU. sa direktivama EU koje uređuju ovu oblast. I u svakom zakonu koji donosite u Narodnoj skupštini Republike Srbije stoji da se on donosi po direktivi EU. Pazite, nijedna druga reč, nego prava reč – po direktivama EU. Da li Narodna skupština Republike Srbije služi da bi donosila zakone po direktivama EU ili može na dnevni red ove Narodne skupštine ikada da dođe bilo koja aktuelna tema?"
ObradovićBoško,"Obradović, Boško",Srpski pokret Dveri,M,1976,PROTIV,"Mislim da je opravdana bojazan da migrantska najava na teritoriji Evrope nosi brojne negativne posledice i mislim da se ne možemo igrati sa bezbednosnim pretnjama koje je migrantska kriza donela Evropi. Podsetio bih javnost i sve vas, uvažene kolege poslanici, da svi oni koji su vršili terorističke akte širom Evrope su migranti koji su prošli teritorijom Republike Srbije. U tome, verujte, uopšte nije usamljen u savremenoj Evropi. Kao što znate, na svim izborima u Evropi, to je jedna važna i velika tema, sve više pobeđuju i dobijaju glasove upravo političke opcije koje upozoravaju na opasnost migrantske krize. Svi oni ovde mogu biti vraćeni, kako kaže kolega ministar Stefanović, direktivom EU koja nije direktiva, nego ne znam šta je i ne znam šta u srpskom jeziku znači reč direktiva, izuzev naredba onoga ko vlada Srbijom putem kolonijalne uprave koja je ovde na vlasti. Dakle, mi smatramo da migranti nisu naša tema, da mi ne treba time da se bavimo, da treba da se bavimo našim građanima, da treba da pomažemo i podržavamo naše građane i da u tom smislu pazimo da se nama ne obije o glavu migrantska kriza kao bezbednosna pretnja broj jedan u savremenoj Evropi."
ObradovićBoško,"Obradović, Boško",Srpski pokret Dveri,M,1976,PROTIV,"Rekao bih da su veoma opravdane, da bi EU u jednom trenutku zatvaranjem svojih granica, kao što je to uradila recimo Mađarska, mogla da ima višak migranata koji žele negde da distribuira, odnosno da ih vrati na početne pozicije. Zato što je Grčka u EU, a mi nismo u EU, pa bi nama to moglo biti ispostavljeno kao uslov ili ti ucena na putu Srbije u EU, da moramo da prihvatimo određeni broj migranata, da moramo da postanemo najveći azilantski centar u Evropi itd. Dakle, EU ima mehanizam ucene i neprestano ga iznova koristi na putu Srbije u EU. Mi smo najveći izbeglički narod u Evropi u ovom trenutku. Mi znamo šta je ta muka i svakome od tih ljudi smo s pravom pomogli, ali to ne znači da mi sebi smemo da dozvolimo da radimo sve po direktivama EU, da budemo obična kolonija Brisela, da slušamo svaku njihovu naredbu i da na taj način rizikujemo bezbednost građana Srbije. Zašto neko ko je član EU radi tako, a vi koji niste član EU radite drugačije?"
PalalićJovan,"Palalić, Jovan",Srpska narodna partija,M,1971,NEUTRALNO,"Znate, od 2008. godine do 2012. godine mi smo tada imali, kako su govorili najevropskiju Vladu koju je podržavala čitava Evropa, čiji je glavni slogan bio – radna mesta kao prioritet ili prvenstveno radna mesta."
StefanovićNebojša,"Stefanović, Nebojša",Srpska napredna stranka,M,1976,NEUTRALNO,"Moram da kažem da ne može da se dogodi da Srbiji neko nametne veliki broj migranata koje bi ona morala da prihvati zato što ne postoji čak ni jedinstven stav EU u državama, svim državama EU po tom pitanju, a naravno da Srbija dovoljno suverena zemlja da može vrlo jasno da kaže šta može, a ne može da prihvati. Mi mislimo da je to sasvim korektan doprinos Srbije u trenutku kad ni sve zemlje EU nemaju neki broj migranata na svojoj teritoriji. Naravno, mi smo to više puta, učesnik sam brojnih konferencija i nisam svima bio zadovoljan, nisu sve te konferencije dovodile do nekih spektakularnih rezultata, to ne kažem, Evropa nije našla rešenje za ovo pitanje. Ne Evropa, nije našao svet još uvek rešenje za ovo pitanje. "
StefanovićNebojša,"Stefanović, Nebojša",Srpska napredna stranka,M,1976,NEUTRALNO,"Žele da godišnje prosečno uradimo bar 50 kilometara auto-puta koliko je prosek u Evropi, a mi ćemo da radimo i više od toga."
StefanovićNebojša,"Stefanović, Nebojša",Srpska napredna stranka,M,1976,ZA,"Ovi zakoni su prošli kroz detaljno razmatranje svih naših radnih tela Republike Srbije, prošli su razmatranje Evropske komisije, prošli su razmatranje nevladinog sektora, prošli su razmatranje građana kroz javne rasprave i sve zainteresovane javnosti i nalaze se u parlamentu u redovnom postupku. Videćemo, ovi zakoni koje donosimo, ono što se kaže, usaglašavanje sa direktivama EU, direktiva je naziv pravnog akta, dakle, ne neki naredbodavni ton, nego direktiva je naziv pravnog akta EU kojom ona daje instrukcije kako da se određeni zakoni, i mi, između ostalog, i to radimo zbog višeg standarda koji postoji u tim zemljama, ali radimo zato što hoćemo za našu zemlju bolje standarde i bolju zaštitu i za naše građane."
StefanovićNebojša,"Stefanović, Nebojša",Srpska napredna stranka,M,1976,NEUTRALNO,"Oni koji su izvršili terorističke akte u Evropi u najvećem broju su bili državljani tih zemalja u kojima su izvršeni ti teroristički akti, neki čak treća, četvrta ili peta generacija koja živi u tim zemljama. Od toga je negde oko 650 hiljada ljudi izrazilo nameru da zatraži azil, što su iskoristili kao dovoljan razlog da bi ostali na našoj teritoriji, oko 72 sata najviše, izašli iz naše zemlje i otišli u zapadnu Evropu."
StojiljkovićIvana,"Stojiljković, Ivana",Srpska napredna stranka,F,1981,NEUTRALNO,"Kao što smo već danas više puta čuli, definitivno je Srbija danas lider u Evropi kada je u pitanju dovođenje stranih investitor, a plan Vlade je i da radi na jačanju malih i srednjih preduzeća u Srbiji. Ja bih posebno istakla i ono što sam malopre govorila prilikom prvog amandmana koji sam podnela, da Srbija ima brojne prednosti, ali posebno ističem još jednom geostrateški položaj, zato što se Srbija nalazi na raskrsnici evropskih puteva i sada kada smo makroekonomski stabilna zemlja, možemo da se oslanjamo na tu našu prednost, jer putevi koji vode preko naše zemlje definitivno će dovesti i investitore u našu državu."
